entry_id,product_id,change_quantity,change_type,entry_date
806,99,96,Restock,2024-06-23
807,111,-32,Sale,2025-03-14
808,130,4,Restock,2024-07-26
809,114,14,Restock,2025-05-20
810,8,94,Restock,2024-08-26
811,85,63,Restock,2025-01-06
812,192,93,Restock,2024-09-18
813,117,33,Restock,2025-04-12
814,64,-18,Sale,2024-07-18
815,200,80,Restock,2024-10-24
816,14,-29,Sale,2024-06-29
817,95,-25,Sale,2024-12-19
818,168,27,Restock,2024-10-16
819,163,67,Restock,2024-09-02
820,10,78,Restock,2024-07-02
821,144,-46,Sale,2025-01-26
822,79,70,Restock,2024-10-23
823,27,2,Restock,2024-08-29
824,116,36,Restock,2025-05-07
825,14,32,Restock,2025-03-29
826,32,-28,Sale,2024-12-10
827,144,72,Restock,2024-06-12
828,68,24,Restock,2025-03-07
829,48,46,Restock,2024-11-02
830,132,-8,Sale,2024-09-24
831,130,-23,Sale,2024-07-18
832,92,-22,Sale,2024-12-01
833,126,24,Restock,2025-03-13
834,8,-15,Sale,2024-08-29
835,183,-4,Sale,2024-12-16
836,20,-27,Sale,2025-04-01
837,132,81,Restock,2025-02-14
838,13,-14,Sale,2024-10-27
839,33,91,Restock,2024-05-27
840,190,-41,Sale,2025-04-24
841,61,-14,Sale,2024-12-09
842,147,-24,Sale,2024-10-04
843,160,-47,Sale,2024-10-09
844,19,47,Restock,2024-12-11
845,181,55,Restock,2025-01-07
846,122,16,Restock,2025-04-27
847,76,70,Restock,2024-08-07
848,83,-42,Sale,2025-02-01
849,127,90,Restock,2024-05-26
850,67,32,Restock,2025-02-17
851,149,-9,Sale,2024-09-22
852,90,-43,Sale,2024-10-14
853,102,89,Restock,2024-08-29
854,175,-3,Sale,2025-01-23
855,135,-1,Sale,2024-11-23
856,58,84,Restock,2024-10-28
857,45,3,Restock,2025-01-13
858,124,58,Restock,2024-08-13
859,131,-5,Sale,2025-02-09
860,52,-29,Sale,2024-11-30
861,127,27,Restock,2025-03-03
862,91,-20,Sale,2024-11-29
863,7,-9,Sale,2024-08-24
864,14,64,Restock,2025-01-03
865,183,43,Restock,2024-11-21
866,11,89,Restock,2024-12-22
867,95,18,Restock,2024-06-30
868,128,56,Restock,2025-02-07
869,15,-37,Sale,2024-12-03
870,31,51,Restock,2024-07-21
871,89,26,Restock,2024-08-17
872,117,96,Restock,2024-11-07
873,89,8,Restock,2024-09-29
874,140,68,Restock,2025-04-11
875,117,-46,Sale,2024-12-08
876,129,-47,Sale,2025-04-08
877,90,-40,Sale,2024-06-03
878,155,-39,Sale,2025-02-13
879,91,90,Restock,2024-10-17
880,18,57,Restock,2025-01-15
881,37,-12,Sale,2025-03-02
882,46,70,Restock,2024-05-31
883,161,42,Restock,2024-12-29
884,153,73,Restock,2024-09-01
885,126,70,Restock,2024-10-13
886,75,99,Restock,2024-10-24
887,112,-47,Sale,2024-09-30
888,146,74,Restock,2025-02-17
889,184,99,Restock,2024-06-30
890,124,2,Restock,2024-05-21
891,46,-25,Sale,2024-11-20
892,58,32,Restock,2025-04-08
893,104,88,Restock,2025-04-06
894,171,-22,Sale,2024-07-13
895,146,98,Restock,2024-12-21
896,136,51,Restock,2024-08-02
897,30,-39,Sale,2025-02-07
898,106,93,Restock,2024-12-20
899,70,-16,Sale,2025-01-10
900,122,91,Restock,2025-03-18
901,142,71,Restock,2024-07-10
902,107,36,Restock,2025-03-31
903,161,88,Restock,2025-03-27
904,155,51,Restock,2024-06-18
905,144,-16,Sale,2025-03-21
906,133,67,Restock,2025-01-12
907,188,79,Restock,2024-10-15
908,125,60,Restock,2024-11-09
909,27,-38,Sale,2024-06-03
910,103,-31,Sale,2025-02-24
911,116,93,Restock,2025-01-07
912,115,69,Restock,2025-03-14
913,66,89,Restock,2024-11-20
914,86,-35,Sale,2024-08-22
915,153,66,Restock,2025-04-07
916,10,-5,Sale,2024-08-27
917,44,18,Restock,2024-08-09
918,172,92,Restock,2024-08-10
919,176,0,Restock,2025-03-31
920,95,9,Restock,2024-11-22
921,55,57,Restock,2025-03-26
922,191,-47,Sale,2025-04-07
923,107,-31,Sale,2025-01-20
924,149,-33,Sale,2024-11-20
925,61,12,Restock,2025-02-06
926,50,-48,Sale,2025-02-01
927,144,-49,Sale,2024-09-04
928,1,20,Restock,2024-07-17
929,166,-6,Sale,2024-08-02
930,4,51,Restock,2024-10-29
931,80,-26,Sale,2025-04-21
932,41,68,Restock,2024-07-31
933,100,77,Restock,2025-02-19
934,188,11,Restock,2025-02-15
935,165,-12,Sale,2024-10-04
936,50,-2,Sale,2025-03-18
937,67,-17,Sale,2024-12-23
938,105,74,Restock,2024-09-06
939,54,-8,Sale,2024-07-08
940,80,33,Restock,2024-09-29
941,25,55,Restock,2024-08-01
942,23,34,Restock,2024-12-18
943,60,76,Restock,2025-04-17
944,70,94,Restock,2025-05-11
945,80,-48,Sale,2025-03-22
946,185,48,Restock,2024-12-11
947,193,10,Restock,2025-03-04
948,183,-17,Sale,2024-12-26
949,128,-7,Sale,2024-06-16
950,159,51,Restock,2025-01-28
951,24,-19,Sale,2025-04-03
952,57,65,Restock,2024-06-23
953,115,-44,Sale,2025-05-12
954,152,91,Restock,2024-10-19
955,92,-44,Sale,2024-10-27
956,142,-8,Sale,2024-06-19
957,84,44,Restock,2025-03-30
958,143,22,Restock,2024-11-22
959,160,55,Restock,2024-11-02
960,41,-50,Sale,2024-11-26
961,7,95,Restock,2025-04-16
962,50,63,Restock,2025-04-19
963,106,98,Restock,2024-12-30
964,165,-50,Sale,2025-03-30
965,29,7,Restock,2025-02-26
966,57,-12,Sale,2025-05-07
967,26,-33,Sale,2025-02-02
968,186,35,Restock,2025-03-13
969,22,-36,Sale,2024-07-28
970,15,9,Restock,2024-07-10
971,72,-34,Sale,2024-10-25
972,187,61,Restock,2024-07-20
973,177,-45,Sale,2024-11-08
974,22,-39,Sale,2024-07-29
975,55,21,Restock,2024-12-22
976,139,-3,Sale,2025-01-22
977,2,38,Restock,2025-03-24
978,112,68,Restock,2024-07-26
979,128,-25,Sale,2024-07-22
980,175,35,Restock,2024-09-29
981,175,-2,Sale,2024-05-26
982,173,-13,Sale,2025-04-14
983,152,-28,Sale,2025-01-03
984,19,-4,Sale,2024-08-05
985,57,35,Restock,2024-10-13
986,61,63,Restock,2025-01-31
987,194,14,Restock,2025-02-08
988,181,-44,Sale,2024-08-06
989,192,54,Restock,2024-09-07
990,186,-29,Sale,2025-04-17
991,40,66,Restock,2024-07-08
992,72,-49,Sale,2025-03-02
993,133,77,Restock,2025-02-16
994,65,72,Restock,2025-02-10
995,115,48,Restock,2024-09-20
996,176,23,Restock,2025-02-24
997,33,56,Restock,2024-09-10
998,182,-9,Sale,2024-07-26
999,21,37,Restock,2025-02-10
1000,97,81,Restock,2024-08-30
1001,27,1,Restock,2024-06-20
1002,191,-8,Sale,2024-09-13
1003,55,14,Restock,2024-12-25
1004,94,-20,Sale,2024-08-28
1005,104,-46,Sale,2025-05-17
1006,52,36,Restock,2024-11-21
1007,125,8,Restock,2024-07-10
1008,67,69,Restock,2025-01-15
1009,174,-42,Sale,2025-03-10
1010,167,23,Restock,2024-11-22
1011,23,44,Restock,2024-08-18
1012,135,67,Restock,2024-10-14
1013,11,-13,Sale,2025-04-22
1014,188,5,Restock,2025-03-09
1015,175,36,Restock,2024-11-18
1016,75,14,Restock,2025-03-29
1017,84,-18,Sale,2024-12-18
1018,17,52,Restock,2025-01-01
1019,200,68,Restock,2024-11-21
1020,99,16,Restock,2025-01-09
1021,119,11,Restock,2024-09-15
1022,64,-44,Sale,2024-08-12
1023,77,100,Restock,2025-03-14
1024,90,50,Restock,2024-08-27
1025,110,42,Restock,2024-12-26
1026,13,36,Restock,2025-02-24
1027,110,-10,Sale,2024-10-25
1028,144,44,Restock,2024-06-21
1029,52,-5,Sale,2025-04-01
1030,14,36,Restock,2025-05-02
1031,137,96,Restock,2024-12-15
1032,5,65,Restock,2024-08-10
1033,193,-23,Sale,2024-07-21
1034,167,10,Restock,2025-03-17
1035,125,56,Restock,2024-08-16
1036,165,-8,Sale,2025-02-24
1037,36,-27,Sale,2024-08-30
1038,162,-47,Sale,2025-03-14
1039,52,13,Restock,2024-12-04
1040,110,-38,Sale,2024-10-24
1041,190,-8,Sale,2024-12-27
1042,163,34,Restock,2025-01-01
1043,42,3,Restock,2025-02-28
1044,191,1,Restock,2024-12-23
1045,193,-39,Sale,2024-12-01
1046,45,26,Restock,2025-02-20
1047,112,-1,Sale,2024-08-07
1048,175,-5,Sale,2024-08-01
1049,133,74,Restock,2024-12-10
1050,156,86,Restock,2024-05-30
1051,142,41,Restock,2024-08-30
1052,3,50,Restock,2025-04-13
1053,117,4,Restock,2024-11-30
1054,34,-47,Sale,2025-05-05
1055,60,-40,Sale,2024-09-10
1056,178,-43,Sale,2024-10-21
1057,48,21,Restock,2024-12-09
1058,143,-18,Sale,2024-06-26
1059,136,-15,Sale,2024-05-21
1060,175,85,Restock,2024-11-19
1061,24,48,Restock,2024-06-15
1062,25,-38,Sale,2024-09-22
1063,103,60,Restock,2025-03-30
1064,54,73,Restock,2024-09-08
1065,196,-33,Sale,2024-10-15
1066,89,4,Restock,2024-07-12
1067,152,44,Restock,2025-02-26
1068,195,93,Restock,2024-09-27
1069,67,65,Restock,2025-01-15
1070,187,-1,Sale,2024-09-24
1071,123,99,Restock,2025-03-11
1072,157,42,Restock,2025-03-15
1073,190,66,Restock,2024-07-28
1074,195,7,Restock,2024-10-18
1075,131,58,Restock,2024-09-01
1076,60,22,Restock,2025-02-18
1077,83,89,Restock,2024-09-05
1078,200,-45,Sale,2024-12-29
1079,78,38,Restock,2025-05-13
1080,26,28,Restock,2024-09-09
1081,124,74,Restock,2024-07-16
1082,22,-20,Sale,2024-12-24
1083,2,90,Restock,2024-10-22
1084,181,-30,Sale,2025-04-01
1085,183,-33,Sale,2025-05-10
1086,5,-31,Sale,2024-09-28
1087,147,2,Restock,2024-10-22
1088,3,-36,Sale,2025-04-29
1089,167,10,Restock,2025-02-17
1090,24,-32,Sale,2024-07-10
1091,48,-41,Sale,2024-09-17
1092,92,-26,Sale,2024-10-17
1093,4,9,Restock,2025-03-28
1094,136,65,Restock,2024-05-25
1095,164,-26,Sale,2024-11-28
1096,149,27,Restock,2025-04-17
1097,50,39,Restock,2024-08-15
1098,193,-30,Sale,2024-12-18
1099,154,-6,Sale,2025-03-17
1100,22,95,Restock,2025-04-07
1101,70,-26,Sale,2024-11-14
1102,12,7,Restock,2025-03-05
1103,173,56,Restock,2024-09-17
1104,103,14,Restock,2025-05-10
1105,196,21,Restock,2025-03-27
1106,55,70,Restock,2024-06-17
1107,48,29,Restock,2025-04-11
1108,20,64,Restock,2024-07-08
1109,99,70,Restock,2024-12-16
1110,182,-20,Sale,2024-06-08
1111,67,-45,Sale,2024-11-27
1112,76,-38,Sale,2024-10-21
1113,109,52,Restock,2024-08-12
1114,165,69,Restock,2025-04-30
1115,137,10,Restock,2024-06-30
1116,75,95,Restock,2025-01-19
1117,4,49,Restock,2025-03-20
1118,68,33,Restock,2024-09-24
1119,103,-6,Sale,2024-12-16
1120,158,96,Restock,2024-07-14
1121,83,-3,Sale,2024-12-31
1122,94,95,Restock,2024-09-30
1123,131,65,Restock,2024-06-06
1124,155,27,Restock,2024-05-24
1125,128,72,Restock,2024-06-27
1126,162,-47,Sale,2024-11-09
1127,52,27,Restock,2024-10-26
1128,170,-5,Sale,2025-02-09
1129,53,83,Restock,2024-10-25
1130,46,63,Restock,2024-05-27
1131,194,9,Restock,2025-01-12
1132,156,-7,Sale,2024-07-17
1133,27,73,Restock,2024-07-05
1134,61,28,Restock,2024-09-12
1135,158,60,Restock,2025-04-24
1136,116,12,Restock,2025-02-07
1137,112,91,Restock,2024-06-21
1138,81,32,Restock,2024-12-07
1139,34,88,Restock,2024-09-23
1140,184,16,Restock,2024-06-19
1141,55,14,Restock,2024-10-12
1142,195,83,Restock,2024-07-14
1143,102,-45,Sale,2024-06-17
1144,149,85,Restock,2025-04-08
1145,149,96,Restock,2025-01-21
1146,30,34,Restock,2025-04-23
1147,69,-40,Sale,2024-10-23
1148,50,66,Restock,2025-03-07
1149,45,-47,Sale,2025-03-10
1150,77,69,Restock,2024-10-23
1151,184,15,Restock,2024-10-29
1152,163,6,Restock,2025-02-12
1153,17,-49,Sale,2024-08-03
1154,26,69,Restock,2025-01-28
1155,171,-2,Sale,2024-09-24
1156,89,76,Restock,2025-04-27
1157,126,91,Restock,2024-05-30
1158,174,77,Restock,2024-08-05
1159,9,-19,Sale,2025-03-03
1160,19,28,Restock,2024-06-08
1161,80,45,Restock,2024-06-01
1162,73,96,Restock,2024-10-26
1163,117,46,Restock,2024-09-15
1164,17,8,Restock,2025-03-26
1165,89,8,Restock,2024-09-19
1166,107,56,Restock,2024-10-31
1167,28,-35,Sale,2025-02-17
1168,94,-3,Sale,2024-10-19
1169,118,19,Restock,2024-11-06
1170,165,19,Restock,2025-02-01
1171,166,36,Restock,2025-05-18
1172,31,-10,Sale,2025-05-14
1173,74,59,Restock,2024-10-31
1174,99,33,Restock,2024-07-27
1175,135,18,Restock,2024-11-12
1176,46,79,Restock,2024-11-20
1177,22,-36,Sale,2024-11-14
1178,53,-24,Sale,2024-07-25
1179,168,56,Restock,2025-03-18
1180,4,84,Restock,2024-06-17
1181,21,-34,Sale,2025-03-15
1182,82,72,Restock,2024-12-17
1183,31,41,Restock,2024-08-16
1184,149,20,Restock,2024-11-05
1185,8,-29,Sale,2024-12-08
1186,56,93,Restock,2025-05-05
1187,63,-32,Sale,2025-04-25
1188,132,51,Restock,2025-01-05
1189,181,51,Restock,2024-10-05
1190,109,2,Restock,2024-06-15
1191,172,3,Restock,2024-06-20
1192,121,67,Restock,2024-08-28
1193,178,79,Restock,2024-12-04
1194,8,-40,Sale,2024-12-04
1195,21,62,Restock,2025-01-15
1196,22,74,Restock,2024-08-26
1197,158,69,Restock,2025-03-21
1198,76,60,Restock,2024-10-16
1199,108,73,Restock,2024-07-26
1200,13,55,Restock,2024-09-22
1201,144,-1,Sale,2025-05-18
1202,168,-6,Sale,2025-01-02
1203,136,1,Restock,2025-02-27
1204,105,-42,Sale,2024-07-23
1205,34,-2,Sale,2024-08-22
1206,9,85,Restock,2024-12-28
1207,6,93,Restock,2024-10-27
1208,79,4,Restock,2024-12-17
1209,32,68,Restock,2024-10-09
1210,64,-16,Sale,2025-04-23
1211,36,52,Restock,2025-02-19
1212,128,7,Restock,2024-12-23
1213,198,-23,Sale,2024-06-16
1214,198,8,Restock,2024-05-30
1215,63,-23,Sale,2024-06-18
1216,77,62,Restock,2025-03-12
1217,19,-16,Sale,2024-07-04
1218,95,66,Restock,2024-08-21
1219,108,10,Restock,2024-10-04
1220,59,58,Restock,2024-11-06
1221,91,-12,Sale,2025-02-22
1222,38,92,Restock,2024-06-05
1223,161,25,Restock,2024-06-02
1224,176,26,Restock,2024-06-05
1225,13,58,Restock,2025-02-11
1226,3,-43,Sale,2025-02-11
1227,17,72,Restock,2024-07-24
1228,114,-38,Sale,2025-03-01
1229,79,84,Restock,2024-09-08
1230,188,-47,Sale,2025-04-21
1231,74,-24,Sale,2024-08-19
1232,198,-36,Sale,2024-11-10
1233,4,96,Restock,2024-07-02
1234,168,38,Restock,2024-07-04
1235,130,96,Restock,2024-10-28
1236,175,88,Restock,2024-07-30
1237,193,-19,Sale,2024-12-30
1238,75,61,Restock,2024-08-03
1239,68,-30,Sale,2025-01-25
1240,180,79,Restock,2025-01-03
1241,62,57,Restock,2024-12-27
1242,116,44,Restock,2024-12-22
1243,99,44,Restock,2025-04-23
1244,3,3,Restock,2025-03-02
1245,144,78,Restock,2025-05-16
1246,88,6,Restock,2025-01-25
1247,98,100,Restock,2024-11-17
1248,37,95,Restock,2024-08-01
1249,106,16,Restock,2025-01-09
1250,119,-27,Sale,2024-07-05
1251,25,78,Restock,2024-06-29
1252,178,65,Restock,2024-06-03
1253,186,38,Restock,2025-01-08
1254,190,-11,Sale,2024-05-30
1255,67,10,Restock,2024-05-28
1256,92,99,Restock,2024-06-19
1257,33,67,Restock,2024-07-06
1258,34,-23,Sale,2024-08-12
1259,174,82,Restock,2024-07-13
1260,94,-16,Sale,2025-03-07
1261,200,7,Restock,2024-07-24
1262,77,-27,Sale,2025-01-26
1263,134,83,Restock,2025-01-06
1264,177,32,Restock,2025-03-01
1265,57,-34,Sale,2025-05-05
1266,140,7,Restock,2024-06-12
1267,24,0,Restock,2024-08-01
1268,24,-15,Sale,2024-06-17
1269,78,-48,Sale,2024-07-14
1270,157,-3,Sale,2025-02-20
1271,28,-10,Sale,2025-01-21
1272,88,-6,Sale,2024-06-01
1273,81,46,Restock,2024-10-15
1274,68,-33,Sale,2024-07-30
1275,84,24,Restock,2024-06-09
1276,105,8,Restock,2025-04-13
1277,54,57,Restock,2025-04-09
1278,35,82,Restock,2025-03-22
1279,41,98,Restock,2024-08-26
1280,76,69,Restock,2025-04-14
1281,180,55,Restock,2025-01-14
1282,33,16,Restock,2024-12-27
1283,65,21,Restock,2025-01-02
1284,94,38,Restock,2024-07-20
1285,62,68,Restock,2024-12-29
1286,37,-44,Sale,2024-08-26
1287,184,79,Restock,2024-08-04
1288,91,48,Restock,2024-06-15
1289,174,36,Restock,2024-06-05
1290,47,70,Restock,2025-03-29
1291,52,-8,Sale,2024-07-31
1292,18,42,Restock,2024-06-11
1293,126,-4,Sale,2025-03-08
1294,111,33,Restock,2024-07-07
1295,72,28,Restock,2025-04-26
1296,2,6,Restock,2024-10-02
1297,95,17,Restock,2024-07-09
1298,36,93,Restock,2025-01-28
1299,181,80,Restock,2025-01-28
1300,161,88,Restock,2025-01-25
1301,84,68,Restock,2024-07-27
1302,122,-19,Sale,2024-05-24
1303,46,64,Restock,2024-07-11
1304,8,-48,Sale,2025-03-04
1305,160,-23,Sale,2024-12-16
1306,35,-1,Sale,2024-11-22
1307,105,40,Restock,2024-10-26
1308,67,0,Restock,2025-02-12
1309,193,-33,Sale,2025-04-08
1310,181,77,Restock,2025-02-07
1311,188,-10,Sale,2025-02-08
1312,162,0,Restock,2024-08-31
1313,115,58,Restock,2025-02-14
1314,88,83,Restock,2025-02-03
1315,152,-8,Sale,2024-06-19
1316,93,-34,Sale,2024-10-22
1317,5,85,Restock,2024-12-18
1318,143,-46,Sale,2024-06-09
1319,38,-45,Sale,2024-10-02
1320,48,-26,Sale,2024-09-06
1321,191,-8,Sale,2024-06-04
1322,188,-29,Sale,2025-03-26
1323,34,-14,Sale,2025-01-05
1324,191,43,Restock,2024-12-14
1325,6,5,Restock,2024-11-15
1326,163,86,Restock,2025-04-16
1327,12,13,Restock,2025-03-02
1328,65,35,Restock,2024-12-11
1329,142,69,Restock,2024-10-01
1330,97,26,Restock,2024-11-18
1331,200,39,Restock,2024-10-02
1332,138,78,Restock,2024-11-26
1333,166,76,Restock,2024-07-27
1334,10,-23,Sale,2024-10-14
1335,122,-47,Sale,2025-03-23
1336,37,18,Restock,2025-03-03
1337,86,-5,Sale,2024-11-20
1338,63,61,Restock,2024-08-17
1339,79,60,Restock,2025-03-14
1340,98,19,Restock,2024-08-24
1341,28,-37,Sale,2025-04-06
1342,118,78,Restock,2025-02-20
1343,98,96,Restock,2024-11-07
1344,16,55,Restock,2024-10-21
1345,60,84,Restock,2024-12-23
1346,34,71,Restock,2024-08-22
1347,115,99,Restock,2024-08-03
1348,35,26,Restock,2025-01-27
1349,118,94,Restock,2024-07-29
1350,113,39,Restock,2024-06-02
1351,98,-16,Sale,2024-05-22
1352,180,-15,Sale,2025-05-20
1353,41,22,Restock,2024-11-29
1354,16,26,Restock,2025-05-19
1355,47,-44,Sale,2024-08-23
1356,140,36,Restock,2024-07-18
1357,114,73,Restock,2024-08-17
1358,135,-48,Sale,2025-05-14
1359,190,45,Restock,2024-09-11
1360,165,93,Restock,2024-05-24
1361,183,-19,Sale,2024-06-18
1362,159,25,Restock,2024-10-08
1363,182,37,Restock,2024-12-06
1364,90,-38,Sale,2024-06-02
1365,172,6,Restock,2025-01-27
1366,152,60,Restock,2025-01-05
1367,180,97,Restock,2025-01-28
1368,12,94,Restock,2024-12-15
1369,127,66,Restock,2024-05-23
1370,39,2,Restock,2024-08-15
1371,74,-50,Sale,2025-04-26
1372,18,46,Restock,2025-05-10
1373,80,58,Restock,2025-04-19
1374,165,93,Restock,2025-03-02
1375,162,-11,Sale,2024-09-17
1376,161,62,Restock,2025-01-12
1377,6,5,Restock,2024-09-23
1378,33,-49,Sale,2024-11-12
1379,177,-35,Sale,2024-11-26
1380,154,69,Restock,2025-05-10
1381,77,63,Restock,2025-03-14
1382,88,72,Restock,2025-02-10
1383,21,90,Restock,2024-11-15
1384,107,-39,Sale,2024-08-30
1385,176,52,Restock,2024-10-30
1386,38,29,Restock,2024-10-25
1387,78,53,Restock,2024-08-01
1388,106,-24,Sale,2024-05-28
1389,39,-2,Sale,2024-12-14
1390,31,25,Restock,2024-06-26
1391,63,26,Restock,2024-09-03
1392,78,-14,Sale,2024-06-30
1393,158,-17,Sale,2025-05-14
1394,55,-21,Sale,2024-12-15
1395,117,-7,Sale,2024-07-08
1396,68,-36,Sale,2024-06-04
1397,96,-39,Sale,2024-12-27
1398,176,-18,Sale,2024-09-24
1399,150,-29,Sale,2024-06-02
1400,67,72,Restock,2024-11-28
1401,11,-48,Sale,2024-08-21
1402,195,4,Restock,2024-09-28
1403,59,25,Restock,2025-03-19
1404,144,79,Restock,2024-11-12
1405,102,22,Restock,2024-06-06
1406,185,22,Restock,2024-10-24
1407,60,0,Restock,2024-08-31
1408,118,-9,Sale,2024-07-07
1409,91,75,Restock,2024-11-17
1410,92,75,Restock,2024-10-22
1411,130,-14,Sale,2025-03-10
1412,49,-44,Sale,2025-05-19
1413,191,44,Restock,2024-05-23
1414,100,63,Restock,2024-05-21
1415,160,-10,Sale,2024-09-23
1416,163,74,Restock,2024-10-23
1417,153,69,Restock,2024-05-21
1418,71,70,Restock,2024-06-29
1419,102,51,Restock,2024-12-14
1420,26,6,Restock,2024-09-28
1421,117,17,Restock,2025-04-11
1422,55,-13,Sale,2025-04-19
1423,78,-39,Sale,2024-06-25
1424,72,58,Restock,2024-11-27
1425,40,87,Restock,2025-04-01
1426,135,7,Restock,2024-07-09
1427,135,-39,Sale,2025-01-27
1428,52,82,Restock,2024-06-21
1429,5,42,Restock,2024-12-15
1430,34,29,Restock,2024-07-26
1431,123,56,Restock,2024-09-21
1432,192,-16,Sale,2024-09-12
1433,121,68,Restock,2024-09-05
1434,131,-23,Sale,2025-02-05
1435,160,73,Restock,2025-02-28
1436,52,88,Restock,2025-03-14
1437,171,-40,Sale,2024-07-08
1438,93,-3,Sale,2024-06-04
1439,189,97,Restock,2024-08-06
1440,76,-36,Sale,2025-05-04
1441,147,57,Restock,2024-11-24
1442,104,2,Restock,2024-09-08
1443,180,-32,Sale,2024-07-11
1444,85,30,Restock,2024-08-27
1445,192,62,Restock,2024-12-01
1446,56,7,Restock,2024-08-20
1447,47,28,Restock,2024-09-23
1448,102,51,Restock,2025-02-15
1449,61,22,Restock,2024-07-23
1450,172,-44,Sale,2024-12-13
1451,32,96,Restock,2024-07-26
1452,136,-50,Sale,2025-02-11
1453,98,43,Restock,2024-11-06
1454,182,1,Restock,2025-04-26
1455,57,-36,Sale,2025-01-23
1456,82,76,Restock,2025-02-15
1457,28,98,Restock,2024-06-24
1458,6,-44,Sale,2024-07-29
1459,72,8,Restock,2024-12-15
1460,36,76,Restock,2024-07-20
1461,135,-11,Sale,2025-03-22
1462,100,80,Restock,2024-11-29
1463,70,-28,Sale,2025-02-16
1464,6,23,Restock,2025-02-22
1465,153,80,Restock,2024-06-16
1466,10,-31,Sale,2025-03-05
1467,89,-14,Sale,2024-08-18
1468,41,75,Restock,2024-11-03
1469,49,-24,Sale,2024-10-27
1470,20,62,Restock,2025-02-22
1471,145,77,Restock,2024-07-04
1472,50,19,Restock,2025-02-28
1473,151,47,Restock,2025-03-11
1474,26,-37,Sale,2024-12-13
1475,182,-40,Sale,2024-12-06
1476,192,93,Restock,2025-05-10
1477,107,12,Restock,2024-09-14
1478,124,-35,Sale,2024-06-15
1479,168,18,Restock,2024-08-12
1480,178,83,Restock,2024-05-27
1481,68,87,Restock,2024-07-17
1482,174,-28,Sale,2025-04-15
1483,75,33,Restock,2025-04-08
1484,156,-24,Sale,2024-05-29
1485,124,80,Restock,2025-03-20
1486,97,65,Restock,2024-11-17
1487,70,56,Restock,2025-01-15
1488,184,68,Restock,2025-01-08
1489,198,52,Restock,2025-03-05
1490,3,73,Restock,2024-10-23
1491,162,42,Restock,2025-03-29
1492,101,70,Restock,2025-03-10
1493,129,6,Restock,2024-08-28
1494,80,74,Restock,2025-03-14
1495,190,82,Restock,2024-10-11
1496,113,20,Restock,2024-12-24
1497,37,79,Restock,2024-11-07
1498,171,-40,Sale,2025-02-27
1499,16,49,Restock,2025-02-07
1500,86,18,Restock,2024-12-02
1501,27,1,Restock,2024-07-09
1502,56,76,Restock,2025-02-12
1503,96,81,Restock,2024-08-30
1504,18,31,Restock,2025-02-25
1505,69,84,Restock,2024-09-29
1506,9,42,Restock,2024-10-12
1507,135,-34,Sale,2024-11-03
1508,172,32,Restock,2024-11-01
1509,131,98,Restock,2025-02-21
1510,56,-2,Sale,2024-12-13
1511,85,-13,Sale,2024-10-29
1512,87,73,Restock,2024-08-08
1513,130,94,Restock,2024-09-19
1514,90,-13,Sale,2024-09-01
1515,187,23,Restock,2024-12-20
1516,146,-22,Sale,2024-11-07
1517,160,-11,Sale,2024-12-07
1518,39,42,Restock,2024-09-12
1519,8,50,Restock,2025-01-15
1520,73,-33,Sale,2025-05-20
1521,140,-20,Sale,2025-03-27
1522,91,-9,Sale,2024-11-01
1523,9,99,Restock,2024-08-05
1524,6,26,Restock,2024-07-21
1525,73,87,Restock,2024-09-22
1526,121,22,Restock,2025-04-18
1527,23,65,Restock,2025-02-15
1528,90,41,Restock,2024-07-20
1529,173,-35,Sale,2024-12-16
1530,68,7,Restock,2025-04-18
1531,200,48,Restock,2024-08-16
1532,45,49,Restock,2024-11-26
1533,53,-50,Sale,2025-04-09
1534,191,-18,Sale,2025-05-05
1535,79,88,Restock,2024-09-16
1536,38,87,Restock,2025-04-19
1537,24,80,Restock,2025-04-23
1538,171,-15,Sale,2024-06-22
1539,191,61,Restock,2024-07-01
1540,84,55,Restock,2025-01-04
1541,4,16,Restock,2024-05-26
1542,193,31,Restock,2024-12-24
1543,102,15,Restock,2024-08-04
1544,197,-15,Sale,2025-01-20
1545,141,-28,Sale,2025-05-20
1546,198,-12,Sale,2024-07-24
1547,83,-27,Sale,2024-09-21
1548,176,-47,Sale,2024-08-23
1549,162,-23,Sale,2024-10-23
1550,11,57,Restock,2025-01-11
1551,195,-4,Sale,2024-08-19
1552,100,-29,Sale,2025-03-25
1553,197,50,Restock,2024-11-27
1554,113,-35,Sale,2024-05-29
1555,195,59,Restock,2024-06-08
1556,6,-46,Sale,2024-12-06
1557,129,99,Restock,2025-03-19
1558,62,1,Restock,2024-07-23
1559,164,81,Restock,2024-07-30
1560,184,47,Restock,2025-02-26
1561,183,16,Restock,2024-11-06
1562,123,61,Restock,2024-06-07
1563,17,52,Restock,2024-10-21
1564,115,23,Restock,2025-04-07
1565,51,32,Restock,2024-06-14
1566,73,53,Restock,2025-03-21
1567,60,76,Restock,2025-04-03
1568,50,86,Restock,2025-03-11
1569,133,49,Restock,2024-11-06
1570,166,-26,Sale,2025-04-06
1571,199,85,Restock,2025-03-09
1572,38,94,Restock,2025-01-30
1573,30,-4,Sale,2025-01-31
1574,71,86,Restock,2024-10-18
1575,169,13,Restock,2024-06-23
1576,24,2,Restock,2024-07-28
1577,105,63,Restock,2025-02-24
